AD Objects - Group Lookup - Members and UsersList,,always,24h,"| inputlookup AD_Obj_Group WHERE membercount!=""0""

| fields cn,member,domain,dn,description,membercount

| rename cn AS GroupName, domain AS GroupDomain,dn AS GroupDN

| mvexpand member

| lookup AD_Obj_User dn AS member OUTPUT distinguishedName AS member,dn AS UserDN,sAMAccountName AS 
User,domain AS UserDomain

| eval User=if(isnull(User),NULL,UserDomain.""\\"".User)

| fillnull value="""" description, GroupDomain, GroupName, GroupDN,User,UserDN,UserDomain

| stats max(membercount) AS membercount,list(member) AS member, list(User) AS User,list(UserDN) AS 
UserDN by GroupDN,GroupName, GroupDomain, description

| eval User=mvfilter(User!=""""),UserDN=mvfilter(UserDN!="""")

| eval UserCount=if(mvcount(User)>0,mvcount(User),0)

| search UserCount>0"
AD Objects - Group Lookup - Members List,,always,24h,"| inputlookup AD_Obj_Group WHERE membercount!=""0""

| rename cn AS GroupName

| table GroupName, domain, groupType_Name,description, member"
AD Objects - Group Lookup - Windows Security Membership Changes,,always,24h,"`ms_obj_changes_base_cat(""Group Membership"")` 

| fields 
src_user,src_nt_domain,member_obj_domain,member_obj_id,member_obj_dn,member,MSADGroupClassID,MSADGro
upClass,group_obj_dn,member_id,objectGUID,user_group,group_obj_nm,msad_action,MSADGroupType

| eval adminuser=if(isnull(src_nt_domain),src_user,upper(src_nt_domain).""\\"".src_user) 

| eval 
member=if(isnull(member_obj_domain),replace(member_obj_id,""\x5C{1}"",""""),member_obj_domain.""\\"".repla
ce(member_obj_id,""\x5C{1}"","""")) 

| eval member=if(isnull(member),if(isnull(member_obj_dn),""NA"",member_obj_dn),member) 

| lookup AD_Audit_Group_Type MSADGroupClassID OUTPUT MSADGroupClass 

| join type=left group_obj_dn 

    [| inputlookup AD_Obj_Group 

    | fields cn, MSADGroupClass,MSADGroupType, distinguishedName 

    | rename distniguishedName AS group_obj_dn,cn AS group_obj_nm 

    | table group_obj_dn,group_obj_nm,MSADGroupClass,MSADGroupType] 

| rex mode=sed field=member_id ""s/\s/###/g"" 

| makemv delim=""###"" member_id 

| eval member=if(isnull(member_id),member,member_id) 

| eval objectGUID=if(isnull(objectGUID),lower(ObjectGUID),lower(objectGUID)) 

| join type=left user_group 

    [| inputlookup AD_Obj_Group 

    | fields objectGUID, cn, MSADGroupClass,MSADGroupType, distinguishedName 

    | rename distniguishedName AS group_obj_dn,cn AS user_group 

    | table objectGUID,group_obj_dn,user_group,MSADGroupClass,MSADGroupType] 

| table _time,adminuser,MSADGroupClass,MSADGroupType,src_nt_domain,group_obj_nm,msad_action,member 

| rename adminuser as ""Administrator"",MSADGroupClass as ""Type"",MSADGroupType as 
""Scope"",src_nt_domain as ""Domain"",group_obj_nm as ""Group"",msad_action as ""Action"",member as ""Member"" 


| sort -Group"
AD Objects - Membership - All,,always,24h,"| inputlookup AD_Group WHERE member!=""""

| fields cn,displayName,distinguishedName,member,objectGUID

| eval group_displayName=if(displayName="""",cn,displayName)

| makemv delim=""####"" member

| rename cn AS group_cn,distinguishedName AS group_dn,objectGUID AS group_obj

| stats values(cn) AS group_cn,values(group_displayName) AS group_displayName by 
member,group_dn,group_obj

| join type=left member [ |inputlookup AD_User | fields 
distinguishedName,objectGUID,sAMAccountName,cn,objectClass,userPrincipalName| rename 
userPrincipalName AS member_email,objectClass AS member_class,distinguishedName AS member,objectGUID 
as member_obj,sAMAccountName AS member_user,cn AS member_cn | table 
member,member_obj,member_user,member_cn,member_class,member_email]

| join type=left member [ |inputlookup AD_Obj_Computer | fields 
distinguishedName,objectGUID,sAMAccountName,cn,objectClass,userPrincipalName| rename 
userPrincipalName AS member_email,objectClass AS member_class,distinguishedName AS member,objectGUID 
as member_obj,sAMAccountName AS member_user,cn AS member_cn | table 
member,member_obj,member_user,member_cn,member_class,member_email]

| join type=left member [ |inputlookup AD_Group | fields 
distinguishedName,objectGUID,sAMAccountName,cn,objectClass,userPrincipalName| rename 
userPrincipalName AS member_email,objectClass AS member_class,distinguishedName AS member,objectGUID 
as member_obj,sAMAccountName AS member_user,cn AS member_cn | table 
member,member_obj,member_user,member_cn,member_class,member_email]"
AD Objects - Membership - Computer,,always,24h,"| inputlookup AD_Obj_Computer

| lookup AD_Obj_Group member AS distinguishedName OUTPUT cn AS Group,distinguishedName AS Group_dn

| lookup AD_Obj_Group primaryGroupToken AS primaryGroupID OUTPUT cn AS 
PrimaryGroup,distinguishedName AS PrimaryGroup_dn

| eval Group=mvappend(Group,PrimaryGroup),Group_dn=mvappend(Group_dn,PrimaryGroup_dn)

| table cn,sAMAccountName,userPrincipalName,distinguishedName,Group,Group_dn"
AD Objects - Membership - Group,,always,24h,"| inputlookup AD_Group

| lookup AD_Obj_Group member AS distinguishedName OUTPUT cn AS Group,distinguishedName AS Group_dn

| lookup AD_Obj_Group primaryGroupToken AS primaryGroupID OUTPUT cn AS 
PrimaryGroup,distinguishedName AS PrimaryGroup_dn

| eval Group=mvappend(Group,PrimaryGroup),Group_dn=mvappend(Group_dn,PrimaryGroup_dn)

| table cn,sAMAccountName,userPrincipalName,distinguishedName,Group,Group_dn

| search Group!="""""
AD Objects - Membership - Individual Group,,always,24h,"| inputlookup AD_Group WHERE distinguishedName=""CN=Administrators,CN=Builtin,DC=sedemo,DC=local""

| lookup AD_Obj_User distinguishedName AS member OUTPUT userPrincipalName AS 
Member_User_email,sAMAccountName AS Member_User_ID,cn AS Member_User_cn,distinguishedName AS 
Member_User_dn,objectClass AS Member_User_class

| lookup AD_Obj_User primaryGroupID AS primaryGroupToken OUTPUT userPrincipalName AS 
Member_User_email_pg,sAMAccountName AS Member_User_ID_pg,cn AS Member_User_cn,distinguishedName AS 
Member_User_dn_pg,objectClass AS Member_User_class_pg

| lookup AD_Obj_Group distinguishedName AS member OUTPUT sAMAccountName AS Member_Group_ID,cn AS 
Member_Group_cn,distinguishedName AS Member_Group_dn,objectClass AS Member_Group_class

| lookup AD_Obj_Computer distinguishedName AS member OUTPUT sAMAccountName AS Member_Computer_ID,cn 
AS Member_Computer_cn,distinguishedName AS Member_Computer_dn,objectClass AS Member_Computer_class

| lookup AD_Obj_Computer primaryGroupID AS primaryGroupToken OUTPUT sAMAccountName AS 
Member_Computer_ID_pg,cn AS Member_Computer_cn_pg,distinguishedName AS 
Member_Computer_dn_pg,objectClass AS Member_Computer_class_pg

| eval Group=if(displayName="""",cn,displayName)

| eval 
Member_User_emai=if(Member_User_email_pg="""",Member_User_email,mvappend(Member_User_email,Member_User
_email_pg)),Member_User_ID=if(Member_User_ID_pg="""",Member_User_ID,mvappend(Member_User_ID,Member_Use
r_ID_pg)),Member_User_cn=if(Member_User_cn_pg="""",Member_User_cn,mvappend(Member_User_cn,Member_User_
cn_pg)),Member_User_dn=if(Member_User_dn_pg="""",Member_User_dn,mvappend(Member_User_dn,Member_User_dn
_pg)),Member_User_class=if(Member_User_class_pg="""",Member_User_class,mvappend(Member_User_class,Memb
er_User_class_pg))

| eval 
Member_Computer_ID=if(Member_Computer_ID_pg="""",Member_Computer_ID,mvappend(Member_Computer_ID,Member
_Computer_ID_pg)),Member_Computer_cn=if(Member_Computer_cn_pg="""",Member_User_cn,mvappend(Member_Comp
uter_cn,Member_Computer_cn_pg)),Member_Computer_dn=if(Member_Computer_dn_pg="""",Member_Computer_dn,mv
append(Member_Computer_dn,Member_User_dn_pg)),Member_Computer_class=if(Member_Computer_class_pg="""",M
ember_Computer_class,mvappend(Member_Computer_class,Member_Computer_class_pg))

| table 
Group,sAMAccountName,distinguishedName,member,Group,Member_User_cn,Member_User_ID,Member_User_dn,Mem
ber_User_class,Member_Computer_cn,Member_Computer_ID,Member_Computer_dn,Member_Computer_class,Member
_Group_cn,Member_Group_ID,Member_Group_class

| rename sAMAccountName AS Group_ID, distinguishedName AS Group_dn,member AS Current_Members"
AD Objects - Membership - User,,always,24h,"| inputlookup AD_Obj_User

| lookup AD_Obj_Group member AS distinguishedName OUTPUT cn AS Group,distinguishedName AS Group_dn

| lookup AD_Obj_Group primaryGroupToken AS primaryGroupID OUTPUT cn AS 
PrimaryGroup,distinguishedName AS PrimaryGroup_dn

| eval Group=mvappend(Group,PrimaryGroup),Group_dn=mvappend(Group_dn,PrimaryGroup_dn)

| table cn,sAMAccountName,userPrincipalName,distinguishedName,Group,Group_dn"
AD Objects - OU - GPO Linked,,always,24h,"| inputlookup AD_Obj_OU WHERE gpo_link!=""""

| table 
OU,displayName,name,objectClass,distinguishedName,Linked_GPO,gpo_link,objectCategory,whenChanged,whe
nCreated

| mvexpand gpo_link

| join type=left gpo_link [|inputlookup AD_Obj_GPO | rename displayName AS Linked_GPO | table 
gpo_link,Linked_GPO]

| stats values(Linked_GPO) AS Linked_GPO, values(gpo_link) AS gpo_link by 
OU,displayName,name,objectClass,distinguishedName,objectCategory,whenChanged,whenCreated

| table 
OU,displayName,name,objectClass,distinguishedName,Linked_GPO,gpo_link,objectCategory,whenChanged,whe
nCreated"
AD Objects - Scheduled Search - Runtime Statistics,,always,24h,"index=_internal sourcetype=scheduler savedsearch_name=""ms_ad_obj_sched*"" (status=""completed"" OR 
status=""skipped"" OR

status=""deferred"")

| eval window_time = if(isnotnull(window_time), window_time, 0)

| eval execution_latency = max(dispatch_time - (scheduled_time + window_time), 0)

| stats avg(run_time) as runtime, avg(execution_latency) AS avg_exec_latency, 
count(eval(status==""completed"" OR status==""skipped"")) AS total_exec, count(eval(status==""skipped"")) 
AS skipped_exec count(eval(status==""deferred"")) AS deferred_exec by app, savedsearch_name, user, 
savedsearch_id

| join savedsearch_id type=outer [

| rest ""/servicesNS/-/-/saved/searches/"" earliest_time=`ms_obj_time_modifier(-0s@s)` 
latest_time=`ms_obj_time_modifier(+8d@d)` search=""is_scheduled=1"" search=""disabled=0""

| search NOT (dispatch.earliest_time=rt* OR dispatch.latest_time=rt*)

| mvexpand scheduled_times

| stats count(title) as count max(scheduled_times) as max_t min(scheduled_times) as min_t by title, 
eai:acl.app, eai:acl.owner cron_schedule

| eval schedule_interval=round((max_t-min_t)/(count-1), 0)

| eval savedsearch_id = 'eai:acl.owner'."";"".'eai:acl.app'."";"".title

| fields savedsearch_id, cron_schedule, schedule_interval ]

| eval runtime = round(runtime, 0)

| eval avg_exec_latency = round(avg_exec_latency, 0)

| eval search_workload = round(runtime / schedule_interval * 100, 2)."" %""

| eval skip_ratio = round(skipped_exec / total_exec * 100, 2)."" %""

| fields savedsearch_name, app, user, cron_schedule, schedule_interval, runtime, search_workload, 
total_exec, skipped_exec, skip_ratio, deferred_exec, avg_exec_latency

| sort - search_workload

| rename savedsearch_name as ""Report Name"", app as App, user as User, cron_schedule as ""Cron 
Schedule"", runtime as ""Average Runtime (sec)"", total_exec as ""Total Executions"", skip_ratio as ""Skip 
Ratio"", skipped_exec as ""Skipped Executions"", deferred_exec AS ""Deferred Executions"", 
schedule_interval as ""Schedule Interval (sec)"", search_workload as ""Interval Load Factor"", 
avg_exec_latency AS ""Average Execution Latency (sec)"""
AD Objects - Scheduled Search - Skipped Reasons,,always,24h,"index=_internal sourcetype=scheduler status=""skipped"" savedsearch_name=""ms_ad_obj_sched_*""

| eval alert_actions = if(isnull(alert_actions) OR alert_actions == """", ""none"", alert_actions)

| eval reason = if(isnull(reason) OR reason == """", ""none"", reason)

| stats count AS count values(alert_actions) AS alert_actions, max(_time) AS l_time by 
savedsearch_name, reason

| eval reason_and_count = reason."" ("".count."")""

| eval l_time=strftime(l_time,""%m/%d/%y %I:%M:%S %P"")

| stats values(l_time) AS ""Last Time Skipped"",values(reason_and_count) AS reasons 
first(alert_actions) AS alert_actions by savedsearch_name

| rename reasons AS ""Skip Reason (Skip Count)"" alert_actions AS ""Alert Actions"" savedsearch_name AS 
""Report Name"""
AD Objects - Tools - Lookup Field List,,always,24h,"| inputlookup lookup_field_lists.csv 

| table AD_Obj_GroupPolicies_LDAP* 

| stats values(AD_Obj_GPO-base_in) AS raw_in_fields, values(AD_Obj_GPO-base_out) AS base_out_fields 

| eval raw_in_fields=mvjoin(raw_in_fields,"","") 

| eval base_out_fields=mvjoin(base_out_fields,"","")"
AD Objects - User Lookup - Group List,,always,24h,"| inputlookup AD_Obj_User

| lookup AD_Obj_Group member AS dn output cn AS Group,distinguishedName AS Group_DN

| lookup AD_Obj_Group primaryGroupToken AS primaryGroupID OUTPUT cn AS p_Group,distinguishedName AS 
p_Group_DN

| eval p_Group=""(Primary) "".p_Group,p_Group_DN=""(Primary) "".p_Group_DN

| eval Group=mvappend(Group,p_Group),Group_DN=mvappend(Group_DN,p_Group_DN)

| rename cn AS User

| eval Group_Count=mvcount(Group)

| sort -Group_Count

| table User, domain, distinguishedName,Group_Count,Group,Group_DN"
AD Objects - User Lookup - SubSearch - Critical Obj Events,,always,24h,"`ms_obj_win_events_security` (`ms_obj_critical_filter_raw(User,src_user)`)

| fields EventCode,src_user,signature

| stats values(EventCode) AS EventCode, count by src_user,signature"
AD Objects - User Lookup - SubSearch txt - Critical Obj Events,,always,24h,"`ms_obj_win_events_security` (`ms_obj_critical_filter_raw(User)`)

| fields EventCode,src_user,signature

| stats values(EventCode) AS EventCode, count by src_user,signature

| `ms_obj_critical_filter_field(User,src_user)`"
AD Objects - User Lookup - UAC to Binary Example,,always,24h,"| inputlookup AD_Obj_User append=true  

| fields userAccountControl 

| dedup userAccountControl 

| eval octet = userAccountControl 

| eval rank = split(""1"", "","") 

| eval octet_rank = mvzip(rank, octet) 

| fields - octet, rank 

| mvexpand octet_rank 

| eval octet_rank_split = split(octet_rank, "","") 

| eval rank = mvindex(octet_rank_split, 0) 

| eval octet = mvindex(octet_rank_split, 1) 

| fields - octet_rank, octet_rank_split 

| eval power = mvrange(0,32) 

| mvexpand power 

| eval base2 = pow(2, power) 

| eval mydiv = floor(octet / base2) 

| eval octet_bin = mydiv % 2 

| fields - mydiv, base2 

| sort limit=0 IP, rank, octet, - power 

| stats list(octet_bin) as octet_bin by userAccountControl 

| eval uac_bin_map = mvjoin(octet_bin, """") 

| rex field=uac_bin_map 
""00000(?<uac_dc_account>\d{1})(?<uac_kerb_no_pac>\d{1})(?<uac_trust_auth_for_delegation>\d{1})(?<uac
_pwd_expired>\d{1})(?<uac_pwd_kerb_pre_auth>\d{1})(?<uac_pwd_kerb_des>\d{1})(?<uac_sensitive>\d{1})(
?<uac_trust_for_delegation>\d{1})(?<uac_smartcard_req>\d{1})(?<uac_mns_account>\d{1})(?<uac_pwd_not_
expire>\d{1})(?<na_uac_5>\d{1})(?<na_uac_4>\d{1})(?<uac_srvr_trust_account>\d{1})(?<uac_wkstn_trust_
account>\d{1})(?<uac_trust_account>\d{1})(?<na_uac_3>\d{1})(?<uac_normal_account>\d{1})(?<uac_temp_d
up_account>\d{1})(?<uac_pwd_store_rev>\d{1})(?<uac_pwd_cant_change>\d{1})(?<uac_pwd_not_req>\d{1})(?
<uac_lockout>\d{1})(?<uac_home_dir_req>\d{1})(?<na_uac_1>\d{1})(?<uac_account_state>\d{1})(?<uac_scr
ipt_account>\d{1})"" 

| eval uac_details="""" 

| eval uac_details=if(uac_account_state=1,uac_details.""Disabled"",uac_details.""Enabled"") 

| eval uac_details=if(uac_script_account=1,uac_details."":Logon script is executed"",uac_details) 

| eval uac_details=if(uac_temp_dup_account=1,uac_details."":Temp Duplicate Account"",uac_details) 

| eval uac_details=if(uac_home_dir_req=1,uac_details."":Home Directory Required"",uac_details) 

| eval uac_details=if(uac_pwd_not_req=1,uac_details."":Password Not Required"",uac_details) 

| eval uac_details=if(uac_pwd_cant_change=1,uac_details."":Cant Change Password"",uac_details) 

| eval uac_details=if(uac_pwd_store_rev=1,uac_details."":Store Password using reversible 
encryption"",uac_details) 

| eval uac_details=if(uac_normal_account=1,uac_details."":Normal User Account"",uac_details) 

| eval uac_details=if(uac_trust_account=1,uac_details."":InterDomain Trust Account"",uac_details) 

| eval uac_details=if(uac_wkstn_trust_account=1,uac_details."":Workstation Trust 
Account"",uac_details) 

| eval uac_details=if(uac_srvr_trust_account=1,uac_details."":Server Trust Account"",uac_details) 

| eval uac_details=if(uac_pwd_not_expire=1,uac_details."":Password Does Not Expire"",uac_details) 

| eval uac_details=if(uac_mns_account=1,uac_details."":Majority Node Set (MNS) account"",uac_details) 

| eval uac_details=if(uac_smartcard_req=1,uac_details."":Smart Card Required"",uac_details) 

| eval uac_details=if(uac_trust_for_delegation=1,uac_details."":Trusted for Delegation"",uac_details) 

| eval uac_details=if(uac_sensitive=1,uac_details."":Sensitive - Not Delegated"",uac_details) 

| eval uac_details=if(uac_pwd_kerb_des=1,uac_details."":Kerberos authentication DES 
only"",uac_details) 

| eval uac_details=if(uac_pwd_kerb_pre_auth=1,uac_details."":Kerberos Does Not Require 
Pre-Auth"",uac_details) 

| eval uac_details=if(uac_pwd_expired=1,uac_details."":Password has Expired"",uac_details) 

| eval uac_details=if(uac_trust_auth_for_delegation=1,uac_details."":Can request a Kerberos ticket on 
behalf of another user"",uac_details) 

| eval uac_details=if(uac_kerb_no_pac=1,uac_details."":Request Kerberos Ticket without PAC 
data"",uac_details) 

| eval uac_details=if(uac_dc_account=1,uac_details."":Read Only Domain Controller 
Account"",uac_details) 

| makemv delim="":"" uac_details

| table userAccountControl,uac_bin_map,uac_details"
AD Objects - User Lookup - User Settings Basic,,always,24h,"| inputlookup AD_Obj_User append=true  

| `ms_obj_uac_details` 

| makemv delim="":"" uac_details

| table domain, sAMAccountName, userAccountControl, uac_details,domain, 
distinguishedName,whenChanged,whenCreated  

| sort sAMAccountName 

| rename sAMAccountName AS ""user"", uac_details AS userAccountControl_Details"
AD Objects - User Lookup - User Settings Full,,always,24h,"| inputlookup AD_Obj_User append=true

| `ms_obj_uac_details`

| table sAMAccountName,userAccountControl, uac*"
AD Objects - Verify Baseline Data - Completed,,always,24h,"`ms_obj_admon_flt_obj_type(ms_obj_admon_base_a_obj,ms_obj_admon_base_sync_type)`

| timechart span=30s count"
AD Objects - Verify Baseline Data - Overall,,always,24h,"`ms_obj_admon_flt_obj_type(ms_obj_admon_base_a_obj,ms_obj_admon_base_sync_type)` [search 
`ms_obj_admon_last_sync(ms_obj_admon_base_a_obj,ms_obj_admon_base_sync_type)`]

| fields _time,objectClass, objectGUID

| stats dc(objectGUID) AS count, max(_time) AS l_evt_time by objectClass

| eval 
ObjectType=case(objectClass=""top|person|organizationalPerson|user"",""User"",objectClass=""top|group"",""G
roup"",objectClass=""top|person|organizationalPerson|user|computer"",""Computer"",objectClass=""top|organi
zationalUnit"",""Organization 
Units"",objectClass=""top|container"",""Containers"",objectClass=""top|container|groupPolicyContainer"",""Gr
oup Policies"")

| where isnotnull(ObjectType)

| append [search `ms__obj_win_ad_index` eventtype=""msad-dc-health"" earliest=@d

| fields _time,host

| stats max(_time) AS l_evt_time,dc(host) AS count

| eval ObjectType=""Domain Details""

| table l_evt_time,count,ObjectType]

| eval min_l_evt = (now()-l_evt_time)/60

| eval check_completion=if(ObjectType=""Domain Details"",if(count>0,""Domain ms-dc-health data 
Collected"",""Warning - Missing eventtype=\""msad-dc-health\"" Data, Please review the Getting Data In 
for ensure the AD Domain Data is either collected or manually added""),if(count>0 AND 
min_l_evt>5,""Baseline Collection Completed ("".round(min_l_evt,0)."" Minutes Ago""."")"",""Wait for 
Baseline Collection to Complete before building Lookups""))

| eval l_evt_time=strftime(l_evt_time,""%m/%d/%y %H:%M:%S"")

| sort -count

| eval min_l_evt = round(min_l_evt,0)."" Minutes Ago""

| table ObjectType, count, l_evt_time,check_completion"
AD Objects - Verify Computer AD Objects Lookup,,always,24h,| inputlookup AD_Obj_Computer
AD Objects - Verify Computer Delete,,always,24h,"`ms_obj_admon_flt_obj_type(ms_obj_admon_computer,ms_obj_admon_base_del_type)`"
AD Objects - Verify Computer Sync Or Update,,always,24h,"`ms_obj_admon_computer`  (""admonEventType=Sync"" OR ""admonEventType=Update"")"
AD Objects - Verify DL Group AD Objects Lookup,,always,24h,"| inputlookup AD_Obj_Group WHERE isDistributionList=""TRUE"""
AD Objects - Verify DL Group Delete,,always,24h,"`ms_obj_admon_flt_obj_type(ms_obj_admon_group,ms_obj_admon_base_del_type)`  
sAMAccountType=""268435457"""
AD Objects - Verify DL Group Sync Or Update,,always,24h,"`ms_obj_admon_group`  (""admonEventType=Sync"" OR ""admonEventType=Update"")  sAMAccountType=""268435457"""
AD Objects - Verify GPO AD Objects Lookup,,always,24h,| inputlookup AD_Obj_GPO
AD Objects - Verify GPO Delete,,always,24h,"`ms_obj_admon_flt_obj_type(ms_obj_admon_gpo,ms_obj_admon_base_del_type)`"
AD Objects - Verify GPO Sync Or Update,,always,24h,"`ms_obj_admon_gpo`  (""admonEventType=Sync"" OR ""admonEventType=Update"")"
AD Objects - Verify Group AD Objects Lookup,,always,24h,| inputlookup AD_Obj_Group
AD Objects - Verify Group Delete,,always,24h,"`ms_obj_admon_flt_obj_type(ms_obj_admon_group,ms_obj_admon_base_del_type)`"
AD Objects - Verify Group Sync Or Update,,always,24h,"`ms_obj_admon_group`  (""admonEventType=Sync"" OR ""admonEventType=Update"")"
AD Objects - Verify OU AD Objects Lookup,,always,24h,| inputlookup AD_Obj_OU
AD Objects - Verify OU Delete,,always,24h,"`ms_obj_admon_flt_obj_type(ms_obj_admon_ou,ms_obj_admon_base_del_type)`"
AD Objects - Verify OU Sync Or Update,,always,24h,"`ms_obj_admon_ou`  (""admonEventType=Sync"" OR ""admonEventType=Update"")"
AD Objects - Verify User Delete,,always,24h,"`ms_obj_admon_flt_obj_type(ms_obj_admon_user,ms_obj_admon_base_del_type)`"
AD Objects - Verify User Sync Or Update,,always,24h,"`ms_obj_admon_user`  (""admonEventType=Sync"" OR ""admonEventType=Update"")"
AD Objects - View User AD Objects Lookup,,always,24h,| inputlookup AD_Obj_User
AD Objects - Windows Performance - Procces Threads,,always,24h,"`ms__obj_win_perfmon_index` (host=""*"") instance!=""idle"" ((counter=""% Processor Time"" 
instance!=""_Total"") OR counter=""Thread Count"")

| fields _time,host,counter,instance,Value

| eval threads=if(counter=""Thread Count"", Value,NULL),proc_time=if(counter=""% Processor 
Time"",Value,NULL)

| table _time,host,counter,instance,threads,proc_time

| timechart dc(instance) AS Process_Count,avg(proc_time) AS Avg_CPU_Time,max(threads) AS Avg_Threads 
by host"
AD Objects - Windows Performance - Process CPU,,always,24h,"`ms__obj_win_perfmon_index` object=""Process"" counter=""% Processor Time"" instance!=""_Total""  
instance!=""Idle""

| fields _time,host,object,counter,instance,Value

| eventstats sum(Value) AS Total_Host_Value by host,_time

| eventstats avg(Value) AS Avg_Process_Value,sum(Value) AS Process_Value by _time,host,instance

| eval True_Process_Percent=(Process_Value/Total_Host_Value)*100

| eventstats sum(True_Process_Percent) AS Total_Host_Percent by _time

| eval 
True_Process_Percent=round(True_Process_Percent,2),True_Percent_Total=round(True_Percent_Total,2),Av
g_Process_Value=round(Avg_Process_Value,2),Total_Host_Value=round(Total_Host_Value,2),Process_Value=
round(Process_Value,2),Total_Host_Percent=round(Total_Host_Percent,2)

| rename instance AS Process

| table 
_time,host,counter,Process,Total_Host_Percent,Total_Host_Value,True_Process_Percent,Process_Value,,A
vg_Process_Value

| chart span=1m avg(True_Process_Percent) AS Process_Percent over _time by Process

| sort -_time"
AD_Obj_Admin_Audit_Build,Search for Rebuilding the AD_Obj_Admin_Audit Lookup in the KV Store.  This will replace the data currently in the lookup with all new values from the Windows Security Event Logs.,always,24h,`ms_obj_winevt_init_admin_audit`
AD_Obj_Admin_Audit_Migrate,Search for Rebuilding the AD_Obj_GPO Lookup in the KV Store.  This will replace the data currently in the lookup with all new values from the Windows Security Event Logs.,always,24h,`ms_obj_winevt_migrate_admin_audit`
AD_Obj_Admin_Audit_Update,"Scheduled Search for picking up Change Management, administrator Details AD_Obj_Admin_Audit Lookup Table",always,24h,`ms_obj_winevt_upd_admin_audit`
AD_Obj_Computer_Migrate,Search for Migrating from AD_Computer_LDAP_list.csv to the AD_Obj_Computer Lookup in the KV Store.,always,24h,"`ms_obj_admon_migrate_out(computer,Computer)`"
AD_Obj_Computer_ReBuild,Search for Rebuilding the AD_Obj_Computer Lookup in the KV Store.  This will replace the data currently in the lookup with all new values from the last time the admon baseline was collected.,always,24h,"`ms_obj_admon_bld_init_out(computer,Computer)`"
AD_Obj_Computer_Update,"Scheduled Search for picking up Computer AD Object Updates,New,Deleted,Moved then syncing AD_Obj_Computer Lookup Table",always,24h,"`ms_obj_admon_bld_upd_out(computer,Computer)`"
AD_Obj_Domain_Update,"Scheduled Search for picking up User AD Object Updates, then syncing for User Lookup Table",always,24h,`ms_obj_admon_upd_domain`
AD_Obj_GPO_Migrate,Search for Migrating from AD_GroupPolicies_LDAP_list.csv to the AD_Obj_GPO Lookup in the KV Store.,always,24h,"`ms_obj_admon_migrate_out(gpo,GPO)`"
AD_Obj_GPO_OU_Update,"Scheduled Search for picking up GPO AD Object Updates, then syncing for GPO Lookup Table",always,24h,| `ms_ad_admon_upd_gpo_wou`
AD_Obj_GPO_ReBuild,Search for Rebuilding the AD_Obj_GPO Lookup in the KV Store.  This will replace the data currently in the lookup with all new values from the last time the admon baseline was collected.,always,24h,"`ms_obj_admon_bld_init_out(gpo,GPO)`"
AD_Obj_GPO_Update,"Scheduled Search for picking up GPO AD Object Updates,New,Deleted,Moved then syncing AD_Obj_GPO Lookup Table",always,24h,"`ms_obj_admon_bld_upd_out(gpo,GPO)`"
AD_Obj_Group_Migrate,Search for Migrating from AD_Groups_LDAP_list.csv to the AD_Obj_Group Lookup in the KV Store.,always,24h,"`ms_obj_admon_migrate_out(group,Group)`"
AD_Obj_Group_ReBuild,Search for Rebuilding the AD_Obj_Group Lookup in the KV Store.  This will replace the data currently in the lookup with all new values from the last time the admon baseline was collected.,always,24h,"`ms_obj_admon_bld_init_out(group,Group)`"
AD_Obj_Group_Update,"Scheduled Search for picking up Group AD Object Updates,New,Deleted,Moved then syncing AD_Obj_Group Lookup Table",always,24h,"`ms_obj_admon_bld_upd_out(group,Group)`"
AD_Obj_OU_GPO_Update,"Scheduled Search for picking up OU AD Object Updates, then syncing linked GPO's with the AD Obj GPO table.",always,24h,| `ms_ad_admon_upd_ou_wgpo`
AD_Obj_OU_Migrate,Search for Migrating from AD_OU_LDAP_list.csv to the AD_Obj_OU Lookup in the KV Store.,always,24h,"`ms_obj_admon_migrate_out(ou,OU)`"
AD_Obj_OU_ReBuild,Search for Rebuilding the AD_Obj_OU Lookup in the KV Store.  This will replace the data currently in the lookup with all new values from the last time the admon baseline was collected.,always,24h,"`ms_obj_admon_bld_init_out(ou,OU)`"
AD_Obj_OU_Update,"Scheduled Search for picking up OU AD Object Updates,New,Deleted,Moved then syncing AD_Obj_OU Lookup Table",always,24h,"`ms_obj_admon_bld_upd_out(ou,OU)`"
AD_Obj_User_Migrate,Search for Migrating from AD_User_LDAP_list.csv to the AD_Obj_User Lookup in the KV Store.,always,24h,"`ms_obj_admon_migrate_out(user,User)`"
AD_Obj_User_ReBuild,Search for Rebuilding the AD_Obj_User Lookup in the KV Store.  This will replace the data currently in the lookup with all new values from the last time the admon baseline was collected.,always,24h,"`ms_obj_admon_bld_init_out(user,User)`"
AD_Obj_User_Update,"Scheduled Search for picking up Group AD Object Updates,New,Deleted,Moved then syncing AD_Obj_User Lookup Table",always,24h,"`ms_obj_admon_bld_upd_out(user,User)`"
Addon Metadata - Migrate AWS Accounts,,always,24h,| listawsaccounts | collect `aws-account-index`
Addon Metadata - Summarize AWS Inputs,,always,24h,| listawsinputs | collect `aws-input-index`
Addon Synchronization,,always,24h,| syncaddon
